episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
138.63461356297964,39.53481457962694,98.84385865953354,558.45,20,2,12000,12000,12000,False,20,1,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_17-42-19,1648575739,417.5415210723877,417.5415210723877,209,aa865fdf99b9,172.17.0.3,417.5415210723877,12000,1,"[102.16217417477966, 97.16285306266678, 85.12105812119053, 106.02808277255805, 78.96389770653187, 110.45896503245486, 124.52591771811694, 46.066420463210065, 95.05961419227482, 132.5190943624773, 89.0078148428656, 97.35424565946363, 115.05669588829691, 95.81989471919144, 109.30073788842417, 123.73538599969763, 90.00413570027746, 39.53481457962694, 138.63461356297964, 100.36075674358628]","[600, 600, 600, 600, 562, 600, 600, 188, 600, 600, 600, 600, 600, 600, 600, 600, 600, 219, 600, 600]",2.0594952841874585,1.0500376750143186,0.11570541843973067,59.847584944370496,0.0,411964.351,29.129,1.692,7092960.541,5540.028,2166.054,4.004,12000,12000,12000,12000,12000,5.780840336134454,8.724705882352941,0.20000000298023224,9.999999747378752e-05,20.937086,-0.007820551,20.943108,-0.034240633,0.009007011,7.1316876,0.0
204.61327477158054,39.53481457962694,130.23037436850697,571.7317073170732,21,2,24000,12000,24000,False,41,2,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_17-48-05,1648576085,346.0002956390381,763.5418167114258,209,aa865fdf99b9,172.17.0.3,763.5418167114258,24000,2,"[102.16217417477966, 97.16285306266678, 85.12105812119053, 106.02808277255805, 78.96389770653187, 110.45896503245486, 124.52591771811694, 46.066420463210065, 95.05961419227482, 132.5190943624773, 89.0078148428656, 97.35424565946363, 115.05669588829691, 95.81989471919144, 109.30073788842417, 123.73538599969763, 90.00413570027746, 39.53481457962694, 138.63461356297964, 100.36075674358628, 97.53214610540041, 188.68888891863938, 174.5616112634101, 145.2409344651186, 167.31138948076986, 195.89961141848667, 126.85293748364661, 166.90870703918924, 113.49392855615807, 193.9580925665422, 170.61240503438316, 181.82338216243002, 168.47518854884817, 181.04298455957917, 150.32024865281036, 204.61327477158054, 165.2883896666478, 138.53881412131392, 107.51562854766814, 170.2828537868338, 153.60675876865923]","[600, 600, 600, 600, 562, 600, 600, 188, 600, 600, 600, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 589, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 283, 600, 600]",2.0876833430593447,1.0488301122333235,0.1161087708314517,56.81713381875053,0.0,379222.956,31.644,1.614,7435610.578,5357.971,2239.654,4.184,24000,24000,24000,12000,24000,4.92085020242915,4.018623481781377,0.10000000149011612,9.999999747378752e-05,39.982803,-0.00066585705,39.982388,-0.002362749,0.010855043,7.062067,0.0
267.7332538398547,39.53481457962694,153.2790757241021,580.5573770491803,20,2,36000,12000,36000,False,61,3,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_17-53-26,1648576406,320.70712065696716,1084.248937368393,209,aa865fdf99b9,172.17.0.3,1084.248937368393,36000,3,"[102.16217417477966, 97.16285306266678, 85.12105812119053, 106.02808277255805, 78.96389770653187, 110.45896503245486, 124.52591771811694, 46.066420463210065, 95.05961419227482, 132.5190943624773, 89.0078148428656, 97.35424565946363, 115.05669588829691, 95.81989471919144, 109.30073788842417, 123.73538599969763, 90.00413570027746, 39.53481457962694, 138.63461356297964, 100.36075674358628, 97.53214610540041, 188.68888891863938, 174.5616112634101, 145.2409344651186, 167.31138948076986, 195.89961141848667, 126.85293748364661, 166.90870703918924, 113.49392855615807, 193.9580925665422, 170.61240503438316, 181.82338216243002, 168.47518854884817, 181.04298455957917, 150.32024865281036, 204.61327477158054, 165.2883896666478, 138.53881412131392, 107.51562854766814, 170.2828537868338, 153.60675876865923, 212.25905786821147, 267.7332538398547, 146.8497224295561, 161.2833754953416, 191.89392643866677, 241.96785606651443, 223.83368053984577, 143.11387502545242, 164.8494642492963, 201.0740858399925, 229.68778937918333, 188.30525991844615, 205.22325346297626, 196.80512222209353, 194.8617930190539, 219.17126048891453, 213.02436919460763, 219.96831380961189, 183.48276518638994, 205.19004558743413]","[600, 600, 600, 600, 562, 600, 600, 188, 600, 600, 600, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 589, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 283, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 573]",2.0894780896128324,1.0433820373008615,0.11574430088045932,54.99451938169765,0.0,359744.94,33.357,1.46,8221438.746,5298.208,2264.917,3.821,36000,36000,36000,12000,36000,4.2409190371991246,3.747483588621444,0.10000000149011612,9.999999747378752e-05,57.98539,-0.0055213906,57.989983,-0.00059883116,0.009309101,7.036814,0.0
292.11977080980415,39.53481457962694,174.03607692245953,575.2317073170732,21,2,48000,12000,48000,False,82,4,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_17-58-26,1648576706,299.9282019138336,1384.1771392822266,209,aa865fdf99b9,172.17.0.3,1384.1771392822266,48000,4,"[102.16217417477966, 97.16285306266678, 85.12105812119053, 106.02808277255805, 78.96389770653187, 110.45896503245486, 124.52591771811694, 46.066420463210065, 95.05961419227482, 132.5190943624773, 89.0078148428656, 97.35424565946363, 115.05669588829691, 95.81989471919144, 109.30073788842417, 123.73538599969763, 90.00413570027746, 39.53481457962694, 138.63461356297964, 100.36075674358628, 97.53214610540041, 188.68888891863938, 174.5616112634101, 145.2409344651186, 167.31138948076986, 195.89961141848667, 126.85293748364661, 166.90870703918924, 113.49392855615807, 193.9580925665422, 170.61240503438316, 181.82338216243002, 168.47518854884817, 181.04298455957917, 150.32024865281036, 204.61327477158054, 165.2883896666478, 138.53881412131392, 107.51562854766814, 170.2828537868338, 153.60675876865923, 212.25905786821147, 267.7332538398547, 146.8497224295561, 161.2833754953416, 191.89392643866677, 241.96785606651443, 223.83368053984577, 143.11387502545242, 164.8494642492963, 201.0740858399925, 229.68778937918333, 188.30525991844615, 205.22325346297626, 196.80512222209353, 194.8617930190539, 219.17126048891453, 213.02436919460763, 219.96831380961189, 183.48276518638994, 205.19004558743413, 215.00798673032062, 214.72968760639114, 284.23353090004565, 266.1015173134723, 234.3749273655088, 292.11977080980415, 240.14095913272286, 261.42129552409057, 251.3487127555115, 102.13301354971993, 264.98496703167393, 238.422250572087, 263.93158119324653, 240.8908438904246, 264.01790772543575, 256.4468696445952, 257.77235357158224, 66.65972699710673, 186.96091202879083, 264.3323509211133, 254.90352320781062]","[600, 600, 600, 600, 562, 600, 600, 188, 600, 600, 600, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 589, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 283, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 573, 600, 600, 600, 600, 502, 600, 600, 600, 600, 312, 600, 600, 600, 600, 600, 600, 600, 141, 600, 600, 600]",2.093735117673421,1.0365180698872807,0.11517879641922807,53.51448728048956,0.0,344826.414,34.8,1.501,7996131.226,5251.857,2284.906,3.784,48000,48000,48000,12000,48000,4.3723653395784545,3.722716627634661,0.05000000074505806,9.999999747378752e-05,94.31646,-0.014698508,94.33062,-0.00012918236,0.010747649,7.0294104,0.0
312.9469966139749,39.53481457962694,192.97006524317857,571.22,22,2,60000,12000,60000,False,104,5,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_18-03-42,1648577022,315.58313608169556,1699.7602753639221,209,aa865fdf99b9,172.17.0.3,1699.7602753639221,60000,5,"[78.96389770653187, 110.45896503245486, 124.52591771811694, 46.066420463210065, 95.05961419227482, 132.5190943624773, 89.0078148428656, 97.35424565946363, 115.05669588829691, 95.81989471919144, 109.30073788842417, 123.73538599969763, 90.00413570027746, 39.53481457962694, 138.63461356297964, 100.36075674358628, 97.53214610540041, 188.68888891863938, 174.5616112634101, 145.2409344651186, 167.31138948076986, 195.89961141848667, 126.85293748364661, 166.90870703918924, 113.49392855615807, 193.9580925665422, 170.61240503438316, 181.82338216243002, 168.47518854884817, 181.04298455957917, 150.32024865281036, 204.61327477158054, 165.2883896666478, 138.53881412131392, 107.51562854766814, 170.2828537868338, 153.60675876865923, 212.25905786821147, 267.7332538398547, 146.8497224295561, 161.2833754953416, 191.89392643866677, 241.96785606651443, 223.83368053984577, 143.11387502545242, 164.8494642492963, 201.0740858399925, 229.68778937918333, 188.30525991844615, 205.22325346297626, 196.80512222209353, 194.8617930190539, 219.17126048891453, 213.02436919460763, 219.96831380961189, 183.48276518638994, 205.19004558743413, 215.00798673032062, 214.72968760639114, 284.23353090004565, 266.1015173134723, 234.3749273655088, 292.11977080980415, 240.14095913272286, 261.42129552409057, 251.3487127555115, 102.13301354971993, 264.98496703167393, 238.422250572087, 263.93158119324653, 240.8908438904246, 264.01790772543575, 256.4468696445952, 257.77235357158224, 66.65972699710673, 186.96091202879083, 264.3323509211133, 254.90352320781062, 276.2504430866187, 300.2075722264986, 274.2131256355223, 229.68158067411022, 312.9469966139749, 294.90421472198597, 281.790112536071, 262.69123700578564, 55.90280006924271, 239.1655606697531, 244.77085377544844, 223.64187955846154, 243.32201188490401, 121.73267924665032, 276.45911995590563, 276.6322622694195, 227.31966971430614, 230.13785421797562, 231.64022140157778, 274.86488093964493, 269.66735533601565, 268.5799532674996]","[562, 600, 600, 188, 600, 600, 600, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 589, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 283, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 573, 600, 600, 600, 600, 502, 600, 600, 600, 600, 312, 600, 600, 600, 600, 600, 600, 600, 141, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 133, 600, 600, 600, 600, 312, 600, 600, 600, 508, 600, 600, 600, 600]",2.10393610818858,1.0313046790842382,0.11472324839996283,52.17467399469848,0.0,338988.273,35.399,1.453,8257316.665,5227.299,2295.641,4.012,60000,60000,60000,12000,60000,4.930222222222223,3.799999999999999,0.05000000074505806,9.999999747378752e-05,112.306755,-0.0021845053,112.308495,-4.2692373e-05,0.008751205,7.0010915,0.0
334.61868838235466,55.90280006924271,223.7127332802798,569.15,21,2,72000,12000,72000,False,125,6,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_18-09-02,1648577342,320.3845708370209,2020.144846200943,209,aa865fdf99b9,172.17.0.3,2020.144846200943,72000,6,"[195.89961141848667, 126.85293748364661, 166.90870703918924, 113.49392855615807, 193.9580925665422, 170.61240503438316, 181.82338216243002, 168.47518854884817, 181.04298455957917, 150.32024865281036, 204.61327477158054, 165.2883896666478, 138.53881412131392, 107.51562854766814, 170.2828537868338, 153.60675876865923, 212.25905786821147, 267.7332538398547, 146.8497224295561, 161.2833754953416, 191.89392643866677, 241.96785606651443, 223.83368053984577, 143.11387502545242, 164.8494642492963, 201.0740858399925, 229.68778937918333, 188.30525991844615, 205.22325346297626, 196.80512222209353, 194.8617930190539, 219.17126048891453, 213.02436919460763, 219.96831380961189, 183.48276518638994, 205.19004558743413, 215.00798673032062, 214.72968760639114, 284.23353090004565, 266.1015173134723, 234.3749273655088, 292.11977080980415, 240.14095913272286, 261.42129552409057, 251.3487127555115, 102.13301354971993, 264.98496703167393, 238.422250572087, 263.93158119324653, 240.8908438904246, 264.01790772543575, 256.4468696445952, 257.77235357158224, 66.65972699710673, 186.96091202879083, 264.3323509211133, 254.90352320781062, 276.2504430866187, 300.2075722264986, 274.2131256355223, 229.68158067411022, 312.9469966139749, 294.90421472198597, 281.790112536071, 262.69123700578564, 55.90280006924271, 239.1655606697531, 244.77085377544844, 223.64187955846154, 243.32201188490401, 121.73267924665032, 276.45911995590563, 276.6322622694195, 227.31966971430614, 230.13785421797562, 231.64022140157778, 274.86488093964493, 269.66735533601565, 268.5799532674996, 290.64151417573413, 258.7356957152462, 113.6745151600592, 241.25598400876086, 269.83866481462843, 311.4546465996957, 288.4395425049837, 243.35480748183733, 279.0215797591026, 311.9365166594429, 313.5357267307583, 269.39097883368544, 334.61868838235466, 166.0935919638717, 285.86888915889585, 96.0038606070457, 328.7608833255674, 244.1013931572282, 261.384948464598, 251.86509355201213, 274.027257947422]","[600, 600, 589, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 283, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 573, 600, 600, 600, 600, 502, 600, 600, 600, 600, 312, 600, 600, 600, 600, 600, 600, 600, 141, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 133, 600, 600, 600, 600, 312, 600, 600, 600, 508, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 326, 600, 217, 600, 600, 600, 600, 600]",2.120195405047011,1.0234599179287225,0.11410160993454613,49.99275983477946,0.0,335894.14,35.726,1.434,8370471.977,5217.942,2299.757,4.152,72000,72000,72000,12000,72000,4.887499999999999,3.7999999999999994,0.02500000037252903,9.999999747378752e-05,125.96902,-0.008549541,125.9773,-1.5340633e-05,0.011059448,6.901632,0.0
341.09277421004015,55.90280006924271,249.15279224456654,571.08,21,2,84000,12000,84000,False,146,7,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_18-14-28,1648577668,325.5972888469696,2345.7421350479126,209,aa865fdf99b9,172.17.0.3,2345.7421350479126,84000,7,"[241.96785606651443, 223.83368053984577, 143.11387502545242, 164.8494642492963, 201.0740858399925, 229.68778937918333, 188.30525991844615, 205.22325346297626, 196.80512222209353, 194.8617930190539, 219.17126048891453, 213.02436919460763, 219.96831380961189, 183.48276518638994, 205.19004558743413, 215.00798673032062, 214.72968760639114, 284.23353090004565, 266.1015173134723, 234.3749273655088, 292.11977080980415, 240.14095913272286, 261.42129552409057, 251.3487127555115, 102.13301354971993, 264.98496703167393, 238.422250572087, 263.93158119324653, 240.8908438904246, 264.01790772543575, 256.4468696445952, 257.77235357158224, 66.65972699710673, 186.96091202879083, 264.3323509211133, 254.90352320781062, 276.2504430866187, 300.2075722264986, 274.2131256355223, 229.68158067411022, 312.9469966139749, 294.90421472198597, 281.790112536071, 262.69123700578564, 55.90280006924271, 239.1655606697531, 244.77085377544844, 223.64187955846154, 243.32201188490401, 121.73267924665032, 276.45911995590563, 276.6322622694195, 227.31966971430614, 230.13785421797562, 231.64022140157778, 274.86488093964493, 269.66735533601565, 268.5799532674996, 290.64151417573413, 258.7356957152462, 113.6745151600592, 241.25598400876086, 269.83866481462843, 311.4546465996957, 288.4395425049837, 243.35480748183733, 279.0215797591026, 311.9365166594429, 313.5357267307583, 269.39097883368544, 334.61868838235466, 166.0935919638717, 285.86888915889585, 96.0038606070457, 328.7608833255674, 244.1013931572282, 261.384948464598, 251.86509355201213, 274.027257947422, 299.7091597540684, 263.3059775442487, 306.9836629007881, 278.217857926961, 298.33787882688586, 328.48495931210505, 307.9995875208604, 341.09277421004015, 247.60491473508773, 311.62813951440455, 339.3564675906842, 244.38855438334406, 264.43805612037903, 288.74158108087596, 258.8677177073989, 258.1555242757467, 304.97157958417097, 300.0610865393923, 304.980834099737, 285.6556630285705, 280.27646152933085]","[600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 573, 600, 600, 600, 600, 502, 600, 600, 600, 600, 312, 600, 600, 600, 600, 600, 600, 600, 141, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 133, 600, 600, 600, 600, 312, 600, 600, 600, 508, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 326, 600, 217, 600, 600, 600, 600, 600, 600, 465, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600]",2.1258030328270636,1.0172184503989654,0.11348205877466365,48.86183301552488,0.0,334454.857,35.879,1.384,8673597.637,5193.655,2310.512,4.076,84000,84000,84000,12000,84000,4.850862068965518,3.799999999999999,0.02500000037252903,9.999999747378752e-05,144.19081,-0.003762732,144.19435,7.064112e-07,0.008364278,6.828194,0.0
356.233570437997,55.90280006924271,267.29822552750045,569.93,20,2,96000,12000,96000,False,166,8,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_18-20-45,1648578045,376.8169312477112,2722.559066295624,209,aa865fdf99b9,172.17.0.3,2722.559066295624,96000,8,"[292.11977080980415, 240.14095913272286, 261.42129552409057, 251.3487127555115, 102.13301354971993, 264.98496703167393, 238.422250572087, 263.93158119324653, 240.8908438904246, 264.01790772543575, 256.4468696445952, 257.77235357158224, 66.65972699710673, 186.96091202879083, 264.3323509211133, 254.90352320781062, 276.2504430866187, 300.2075722264986, 274.2131256355223, 229.68158067411022, 312.9469966139749, 294.90421472198597, 281.790112536071, 262.69123700578564, 55.90280006924271, 239.1655606697531, 244.77085377544844, 223.64187955846154, 243.32201188490401, 121.73267924665032, 276.45911995590563, 276.6322622694195, 227.31966971430614, 230.13785421797562, 231.64022140157778, 274.86488093964493, 269.66735533601565, 268.5799532674996, 290.64151417573413, 258.7356957152462, 113.6745151600592, 241.25598400876086, 269.83866481462843, 311.4546465996957, 288.4395425049837, 243.35480748183733, 279.0215797591026, 311.9365166594429, 313.5357267307583, 269.39097883368544, 334.61868838235466, 166.0935919638717, 285.86888915889585, 96.0038606070457, 328.7608833255674, 244.1013931572282, 261.384948464598, 251.86509355201213, 274.027257947422, 299.7091597540684, 263.3059775442487, 306.9836629007881, 278.217857926961, 298.33787882688586, 328.48495931210505, 307.9995875208604, 341.09277421004015, 247.60491473508773, 311.62813951440455, 339.3564675906842, 244.38855438334406, 264.43805612037903, 288.74158108087596, 258.8677177073989, 258.1555242757467, 304.97157958417097, 300.0610865393923, 304.980834099737, 285.6556630285705, 280.27646152933085, 301.06891884742, 297.3368558774738, 334.8230832469324, 312.12943857445214, 182.9901495212677, 303.5746568884701, 287.1079588176451, 345.1588426766225, 273.9765296972817, 282.4792393226128, 356.0685048397425, 322.5206959588463, 284.5432545256788, 257.83230590512346, 293.28040010475485, 356.233570437997, 278.6699985542756, 328.74109118973934, 309.2107231345651, 351.8036940780488]","[600, 600, 600, 600, 312, 600, 600, 600, 600, 600, 600, 600, 141, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 133, 600, 600, 600, 600, 312, 600, 600, 600, 508, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 326, 600, 217, 600, 600, 600, 600, 600, 600, 465, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 360, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600]",2.1319473830979043,1.019209901175209,0.11390603274284436,48.48994727573543,0.0,339797.894,35.315,1.407,8529703.512,5136.211,2336.352,4.176,96000,96000,96000,12000,96000,19.25437616387337,4.678957169459962,0.012500000186264515,9.999999747378752e-05,153.85884,-0.002820807,153.86154,-1.1438324e-06,0.007793922,6.8327055,0.0
385.30236984801166,55.90280006924271,280.3693575338316,577.4,20,2,108000,12000,108000,False,186,9,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_18-27-14,1648578434,389.0736804008484,3111.632746696472,209,aa865fdf99b9,172.17.0.3,3111.632746696472,108000,9,"[312.9469966139749, 294.90421472198597, 281.790112536071, 262.69123700578564, 55.90280006924271, 239.1655606697531, 244.77085377544844, 223.64187955846154, 243.32201188490401, 121.73267924665032, 276.45911995590563, 276.6322622694195, 227.31966971430614, 230.13785421797562, 231.64022140157778, 274.86488093964493, 269.66735533601565, 268.5799532674996, 290.64151417573413, 258.7356957152462, 113.6745151600592, 241.25598400876086, 269.83866481462843, 311.4546465996957, 288.4395425049837, 243.35480748183733, 279.0215797591026, 311.9365166594429, 313.5357267307583, 269.39097883368544, 334.61868838235466, 166.0935919638717, 285.86888915889585, 96.0038606070457, 328.7608833255674, 244.1013931572282, 261.384948464598, 251.86509355201213, 274.027257947422, 299.7091597540684, 263.3059775442487, 306.9836629007881, 278.217857926961, 298.33787882688586, 328.48495931210505, 307.9995875208604, 341.09277421004015, 247.60491473508773, 311.62813951440455, 339.3564675906842, 244.38855438334406, 264.43805612037903, 288.74158108087596, 258.8677177073989, 258.1555242757467, 304.97157958417097, 300.0610865393923, 304.980834099737, 285.6556630285705, 280.27646152933085, 301.06891884742, 297.3368558774738, 334.8230832469324, 312.12943857445214, 182.9901495212677, 303.5746568884701, 287.1079588176451, 345.1588426766225, 273.9765296972817, 282.4792393226128, 356.0685048397425, 322.5206959588463, 284.5432545256788, 257.83230590512346, 293.28040010475485, 356.233570437997, 278.6699985542756, 328.74109118973934, 309.2107231345651, 351.8036940780488, 287.2065117378222, 355.86831326382065, 317.488946694324, 263.1630849421532, 258.9804502008061, 303.35191013028293, 305.06791606868563, 290.62360358155456, 280.2441136976511, 318.8891089586803, 333.5321529107734, 324.77271264183594, 283.66693492192894, 385.30236984801166, 302.77422194652775, 277.87863214351665, 306.4968894350832, 279.7741350056064, 286.4813799023579, 332.3895727801516]","[600, 600, 600, 600, 133, 600, 600, 600, 600, 312, 600, 600, 600, 508, 600, 600, 600, 600, 600, 600, 219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 326, 600, 217, 600, 600, 600, 600, 600, 600, 465, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 360, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600]",2.1360832047483496,1.028503785262454,0.1153096536165335,48.632444589670506,0.0,345283.269,34.754,1.435,8364444.051,5089.917,2357.602,4.133,108000,108000,108000,12000,108000,20.501981981981984,4.8999999999999995,0.0062500000931322575,9.999999747378752e-05,150.89912,-0.0052503035,150.90433,-9.22462e-07,0.009688571,6.791781,0.0
385.30236984801166,96.0038606070457,290.62591870431106,585.87,20,2,120000,12000,120000,False,206,10,96399_00000,08c7e215a0fb48b9ac75a337acbf9307,2022-03-29_18-33-45,1648578825,390.90889167785645,3502.5416383743286,209,aa865fdf99b9,172.17.0.3,3502.5416383743286,120000,10,"[113.6745151600592, 241.25598400876086, 269.83866481462843, 311.4546465996957, 288.4395425049837, 243.35480748183733, 279.0215797591026, 311.9365166594429, 313.5357267307583, 269.39097883368544, 334.61868838235466, 166.0935919638717, 285.86888915889585, 96.0038606070457, 328.7608833255674, 244.1013931572282, 261.384948464598, 251.86509355201213, 274.027257947422, 299.7091597540684, 263.3059775442487, 306.9836629007881, 278.217857926961, 298.33787882688586, 328.48495931210505, 307.9995875208604, 341.09277421004015, 247.60491473508773, 311.62813951440455, 339.3564675906842, 244.38855438334406, 264.43805612037903, 288.74158108087596, 258.8677177073989, 258.1555242757467, 304.97157958417097, 300.0610865393923, 304.980834099737, 285.6556630285705, 280.27646152933085, 301.06891884742, 297.3368558774738, 334.8230832469324, 312.12943857445214, 182.9901495212677, 303.5746568884701, 287.1079588176451, 345.1588426766225, 273.9765296972817, 282.4792393226128, 356.0685048397425, 322.5206959588463, 284.5432545256788, 257.83230590512346, 293.28040010475485, 356.233570437997, 278.6699985542756, 328.74109118973934, 309.2107231345651, 351.8036940780488, 287.2065117378222, 355.86831326382065, 317.488946694324, 263.1630849421532, 258.9804502008061, 303.35191013028293, 305.06791606868563, 290.62360358155456, 280.2441136976511, 318.8891089586803, 333.5321529107734, 324.77271264183594, 283.66693492192894, 385.30236984801166, 302.77422194652775, 277.87863214351665, 306.4968894350832, 279.7741350056064, 286.4813799023579, 332.3895727801516, 271.5190060280936, 311.2494485554468, 283.72659924640595, 304.7862194605316, 277.59152245091866, 289.4773453339384, 340.8079862589978, 258.46524759263383, 301.3996396185344, 312.34327965188095, 260.6135803781738, 260.94798253022515, 270.8902607937586, 270.0747487175372, 374.0274017075764, 312.4154489087601, 275.41212530054554, 306.278692354701, 286.5240944725031, 342.65236076238426]","[219, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 326, 600, 217, 600, 600, 600, 600, 600, 600, 465, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 360, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600, 600]",2.135449105224502,1.0422332438259656,0.11736666768983926,49.052658286323805,0.0,349828.887,34.302,1.429,8399527.386,5077.996,2363.137,4.251,120000,120000,120000,12000,120000,22.672890484739675,4.882226211849192,0.0031250000465661287,9.999999747378752e-05,147.59003,-0.00080081593,147.59077,-8.097259e-07,0.008081315,6.753758,0.0
